building_ID,CVRMSE,NRMSE,MAE,Avg_Test_Loss
NEEA-2020_4566,0.7659336901035538,76.59336583868924,2.8170483,0.14910367943465186
NEEA-2020_4251,3.0021023830744764,300.2102509035784,0.30794978,0.06230992577003846
NEEA-2020_2916,0.6099013469367788,60.990132189983925,2.1287546,0.23437744570755942
NEEA-2020_8166,0.6797269380014713,67.972692368092,4.8556695,0.23886536391488275
NEEA-2020_4771,0.6411710806147509,64.11710958966769,3.0702696,0.25076037821227626
NEEA-2020_1706,0.751112868048785,75.11128894309303,2.7219982,0.21596562420861137
NEEA-2020_2716,0.518663373622349,51.8663354677995,1.825065,0.2799374962168484
NEEA-2020_10226,0.6277346609599745,62.77346477282558,3.9457526,0.194773061475963
NEEA-2020_3831,0.6436757696857137,64.36757481120821,1.7943119,0.24541676852107566
NEEA-2020_8171,0.4695705311700968,46.957053622511985,2.3257606,0.26204388269059836
NEEA-2020_8731,0.39727915323486235,39.72791676248718,3.0975232,0.18749646249961388
NEEA-2020_6351,0.6904974445006428,69.04974171502543,4.2432294,0.22057390948342456
NEEA-2020_4746,0.2985708341726788,29.857083736405226,0.6123265,0.1811014629250605
NEEA-2020_10146,0.6968020492841884,69.68020400161733,4.0416565,0.20812724582062292
NEEA-2020_4051,1.326923919678795,132.69239085207238,0.75845516,0.1902882452486057
NEEA-2020_8641,0.7155196397274158,71.55196275705832,2.0099823,0.1584377309416413
NEEA-2020_3751,0.9116542842624104,91.16542898505388,3.3800664,0.18139066073581742
NEEA-2020_4121,0.5340065770271625,53.40065600509644,1.2679216,0.1560013582177647
NEEA-2020_10066,0.4952089565812709,49.520897271269135,1.548564,0.20240500010550022
NEEA-2020_8321,0.42830341780168174,42.83034154589861,2.0416944,0.21302433989288333
NEEA-2020_6991,0.6265931410354589,62.65931652323473,2.3184023,0.30802839267531973
NEEA-2020_9036,1.157202715095737,115.72027557686441,2.8702483,0.21088631924573842
NEEA-2020_9291,0.999042861379364,99.90428838640713,1.0453415,0.16256379077735053
NEEA-2020_6166,0.8331319221573944,83.31319274036792,1.9759206,0.1846483515829761
NEEA-2020_10301,0.9813551586426956,98.13551539051248,1.9586598,0.21006986406219288
NEEA-2020_3901,0.5210042850719526,52.100429163413956,0.40459207,0.18718184109045644
NEEA-2020_1168,0.4825892488564815,48.258924828422955,1.1459336,0.24003043192799378
NEEA-2020_10076,0.99970223679995,99.97022105847752,3.9230583,0.21799406603114174
NEEA-2020_1178,0.8609832061014449,86.09832278186033,4.248375,0.2701158193783176
NEEA-2020_521,4.784442432001897,478.4442430105081,4.8654165,0.22431552861518847
NEEA-2020_7532,-0.9392140207906626,-93.92139965305843,1.8508006,0.08435140619268297
NEEA-2020_10186,0.6326213813049856,63.2621374187287,1.7838141,0.258056985790268
NEEA-2020_7666,0.7852236783621962,78.52236821116618,2.6767824,0.26674917647952323
NEEA-2020_2311,0.777376606236508,77.7376593824838,1.9170595,0.13728944650259547
NEEA-2020_3736,0.9773683663065171,97.73683772985262,6.1882205,0.33277048821170935
NEEA-2020_5126,0.7404080149088581,74.04080303805266,0.5127408,0.2856361112015161
NEEA-2020_10191,0.5470942570063484,54.70942462500466,2.515521,0.23978708500774126
NEEA-2020_8136,0.8176097369163913,81.76097204609961,2.240799,0.23799926985034456
NEEA-2020_2581,0.7845966068691116,78.4596588784212,3.6475139,0.19535969678976658
NEEA-2020_3741,0.7986207129359394,79.8620707136369,3.7086627,0.3187122483397925
NEEA-2020_2651,0.48309699172506776,48.30970002106919,1.1307503,0.19271192195874567
