building_ID,CVRMSE,NRMSE,MAE,Avg_Test_Loss
NEEA-2020_4566,0.7803127249414922,78.03126926294071,2.865688,0.1539794445975974
NEEA-2020_4251,2.9736991783966435,297.36993031662183,0.29989868,0.06152076129589981
NEEA-2020_2916,0.612639120110493,61.263909496116575,2.1342218,0.23503135927903537
NEEA-2020_8166,0.6860591369731448,68.60591225191861,4.8978305,0.24119764560065687
NEEA-2020_4771,0.643625854647763,64.3625869988197,3.0746944,0.2509010664490895
NEEA-2020_1706,0.7582003258115073,75.82003473954133,2.7465162,0.21901199392975026
NEEA-2020_2716,0.5190063354234244,51.90063164665436,1.8201777,0.2797485031291303
NEEA-2020_10226,0.6319917760348327,63.199176271338025,3.9737952,0.19587705277093273
NEEA-2020_3831,0.649542572449997,64.9542550679732,1.80061,0.24781829762612378
NEEA-2020_8171,0.4692679725104716,46.92679775622375,2.317306,0.26075210828012413
NEEA-2020_8731,0.39915919454261606,39.91592090007233,3.1195872,0.18919220834472386
NEEA-2020_6351,0.694108425406625,69.41083979132067,4.284054,0.222668583486534
NEEA-2020_4746,0.298986084291616,29.8986087487428,0.6129732,0.18106484446223192
NEEA-2020_10146,0.7052259263683743,70.5225916988315,4.1210213,0.21188641410621925
NEEA-2020_4051,1.3314404694910908,133.144045829504,0.75889486,0.19092718935941286
NEEA-2020_8641,0.7181576444661987,71.81576322645458,2.014416,0.15944360097491475
NEEA-2020_3751,0.918960988167096,91.8960993800012,3.3656743,0.18160854077386906
NEEA-2020_4121,0.5386838101917736,53.86837930668851,1.279209,0.15842139938311822
NEEA-2020_10066,0.5015429531735172,50.15429695112673,1.5653441,0.20585476716560075
NEEA-2020_8321,0.43078950663047,43.078950427417624,2.0484354,0.21447256707889872
NEEA-2020_6991,0.6316035240985628,63.160354848893505,2.326962,0.3113203672354932
NEEA-2020_9036,1.1622798019026936,116.22798427540482,2.8861766,0.21295710597291048
NEEA-2020_9291,1.0106066027974767,101.06066255424403,1.0517821,0.16444477700423396
NEEA-2020_6166,0.8412234014755139,84.12234067727513,2.000394,0.186737571363039
NEEA-2020_10301,0.9880130900977568,98.80130853280444,1.9736823,0.2115638257240394
NEEA-2020_3901,0.5186053572100562,51.860536374202795,0.4061311,0.1867028254961133
NEEA-2020_1168,0.4847953203624785,48.47953197876106,1.1565001,0.24191650349781707
NEEA-2020_10076,1.0103223139681128,101.03222874744479,3.9252589,0.21959755288929586
NEEA-2020_1178,0.8670819500596414,86.70819719306326,4.297327,0.2724756963115217
NEEA-2020_521,4.812834058819116,481.28340569110446,4.83972,0.22597754819313465
NEEA-2020_7532,-0.9691111504952412,-96.91111254629143,1.9093144,0.08856115648051961
NEEA-2020_10186,0.6352570163644278,63.52570092170753,1.7887666,0.25976806454630286
NEEA-2020_7666,0.787767012249522,78.77670160111322,2.685507,0.2677336478953491
NEEA-2020_2311,0.7883395840678279,78.83395714811219,1.9262527,0.13982396663573063
NEEA-2020_3736,0.9778270726877275,97.78270836848955,6.1792555,0.3320023848903482
NEEA-2020_5126,0.7435284313344293,74.35284468713024,0.51565564,0.28746521715230433
NEEA-2020_10191,0.5513783941384387,55.13783832979074,2.5170376,0.24183601274837357
NEEA-2020_8136,0.8255172675993803,82.55172509848364,2.2370126,0.23910378577566413
NEEA-2020_2581,0.7914703166598549,79.14702984165167,3.6813278,0.19793121030030145
NEEA-2020_3741,0.8050414073880044,80.5041401541807,3.7213995,0.320750945105028
NEEA-2020_2651,0.48234569465678007,48.23457031292076,1.1192662,0.19120659287967057
