building_ID,CVRMSE,NRMSE,MAE,Avg_Test_Loss
Bareilly_2020_BR34,0.7933407996070636,79.33407753449536,0.043989073,0.2090455628172715
Bareilly_2020_BR05,1.026442933320645,102.64429063113491,0.06282274,0.2954033256523327
Bareilly_2020_BR26,0.39025590930414705,39.02559245039489,0.1647109,0.17597883016981372
Bareilly_2020_BR30,0.41215135034991845,41.21513600072756,0.056360636,0.16601770532818141
Bareilly_2021_BR06,0.6023678027106737,60.23678150535744,0.2991632,0.26618151676524365
Bareilly_2020_BR33,0.6779900522038416,67.79900408498743,0.058816887,0.2759160112335365
Bareilly_2021_BR29,0.5010927968327612,50.109279254770385,0.10695361,0.20477505528088974
Bareilly_2021_BR50,1.012788193337354,101.27882471725138,0.074179575,0.1950855758663887
Bareilly_2020_BR28,0.3045723808235114,30.45723826286221,0.069136344,0.15231166282943695
Bareilly_2020_BR50,0.8043159461533953,80.4315947819705,0.10180017,0.24252470312925434
Bareilly_2021_BR45,0.5864125857087067,58.64125816794084,0.24782927,0.16499228334926094
Bareilly_2020_BR51,0.5888418557540329,58.884184432859485,0.3539452,0.22082932782813408
Bareilly_2020_BR32,0.6180768321783945,61.807682717967175,0.16918364,0.24935006053500852
Bareilly_2021_BR28,0.45885825972753164,45.885827050512894,0.04196409,0.2393721919106978
Bareilly_2021_BR12,1.754166053880117,175.41659996935337,0.042524256,0.09506276230122883
Bareilly_2021_BR13,1.939568641749212,193.9568679143187,0.070688024,0.20528668753594248
Bareilly_2021_BR44,1.0011828175862238,100.11828215801661,0.07568961,0.2213383010902996
Bareilly_2020_BR15,0.7009054136710475,70.09054185615118,0.12323672,0.1814224207812718
