Dataset,NRMSE
Prayas,70.9143140807328
GoiEner,96.3516430155479
IBlend,19.89262928899213
Bareilly,58.229156267433605
NEEA,70.06180105109932
MFRED,24.186064163471315
Mathura,120.9686328339727
SGSC,82.68891906713004
Ireland,76.62829814704747
NEST,50.53582307028972
Enernoc,20.999527610023513
Smart-star,73.97630482313114
