building_ID,CVRMSE,NRMSE,MAE,Avg_Test_Loss
sgsc-1H_10050462,0.816717493603265,81.67174895034316,0.066175915,0.17664456687459648
sgsc-1H_8258588,0.951795382340353,95.1795397347381,0.27309856,0.21706772742241068
sgsc-1H_8493738,0.9380988191887344,93.80988688506692,0.26272482,0.21886267114637625
sgsc-1H_10145024,1.0867790199353147,108.67790541716299,0.1895959,0.2167913925038226
sgsc-1H_10556935,0.8991156179175289,89.91156111828727,0.21343929,0.20503600826918114
sgsc-1H_8561941,1.1038385235249164,110.38385365705025,0.36501613,0.19377456897065579
sgsc-1H_8320546,0.8867177954331028,88.67177810188919,0.2217147,0.14470246230269335
sgsc-1H_10934090,0.5474861157944614,54.74861065840543,0.17522708,0.25584594849971365
sgsc-1H_10703026,0.5237298854091792,52.3729873941028,0.3116269,0.13454291831025061
sgsc-1H_8180207,0.946899553897832,94.68995184324336,0.18738559,0.21770634956461704
sgsc-1H_8680534,1.8217016459586004,182.17016027150635,0.063760884,0.1267391743014775
sgsc-1H_8952834,0.7071710443651296,70.7171037419713,0.5127486,0.21558653276534406
sgsc-1H_10239118,1.2120928132735518,121.20928057942336,0.24296449,0.27778338708406036
sgsc-1H_11021726,0.5911252252499029,59.11252382658352,0.24317904,0.2493236555579912
sgsc-1H_8463673,0.5044943338718275,50.44943449809274,0.3065981,0.24445519076781003
sgsc-1H_8541106,0.7066066518545637,70.66066492401842,0.33658552,0.1839220190498357
sgsc-1H_10006674,1.0585053520160437,105.8505329559238,0.46279755,0.29874066734272575
sgsc-1H_8312704,1.2609808820675645,126.0980890783286,0.09734346,0.16051800200862257
sgsc-1H_9047112,0.7794405246783296,77.94404992524358,0.5384106,0.30246605004045973
sgsc-1H_8437503,2.200247693862477,220.0247658027084,0.108157426,0.13492680870489562
sgsc-1H_8478539,0.7379640142372101,73.79640346979373,0.15725324,0.18726934306323528
sgsc-1H_8666074,0.7297842355241149,72.97842521137504,0.22929755,0.20814091357816425
sgsc-1H_10184042,1.220128643298611,122.01286093490545,0.37059495,0.28635797853995526
sgsc-1H_10018232,1.682720260248218,168.27203335663563,0.25340042,0.25307037980261765
sgsc-1H_8302500,0.9481243104215512,94.81242944080593,0.28699267,0.22288203491246317
sgsc-1H_8497391,0.8324142632988077,83.24142563494269,0.315017,0.24717250961327442
sgsc-1H_10509045,0.5034555652058533,50.345555997704686,0.2290106,0.21751066424487228
sgsc-1H_8636041,0.9630346417455171,96.30346116379097,0.19367227,0.2499020616610155
sgsc-1H_11450108,0.9535926509046129,95.35926541885657,0.14906916,0.2063305274388296
sgsc-1H_8207487,1.0847387875165577,108.47388258171866,0.10139962,0.22971587442562277
sgsc-1H_8957092,0.3422019197781413,34.22019256975935,0.49428436,0.13320258201565593
sgsc-1H_10556995,0.9835223888978607,98.35224130336574,0.08258741,0.20196892250883305
sgsc-1H_10866498,0.45899089083703404,45.89908790365485,0.18635543,0.10643444408533806
sgsc-1H_8260258,1.59414201962049,159.41420020199826,0.078497276,0.14574396967765535
sgsc-1H_11187429,0.544999791942623,54.499979521939636,0.08188828,0.2316801050953843
sgsc-1H_10904846,0.9263853718743349,92.63853450753224,0.070539944,0.2135157927620673
sgsc-1H_8211005,0.841125889550174,84.1125864988588,0.27350137,0.18552646535321132
sgsc-1H_8282156,0.8215709939762449,82.15709687337555,0.45431358,0.20854562257213896
sgsc-1H_8324590,0.7387727663141131,73.87727433770961,0.17161536,0.23684761089841938
sgsc-1H_10017562,1.2961219155519725,129.61219042134886,0.28074244,0.2917096063221699
sgsc-1H_10595558,0.653826586217496,65.38265744085412,0.5429034,0.27391942620656834
sgsc-1H_8376724,1.1628102611597801,116.28102777571462,0.30174845,0.2508681926648461
sgsc-1H_8196697,0.4616716764216857,46.167167732304314,0.22826226,0.259265175908459
sgsc-1H_9356124,0.8557020025151715,85.57019980058827,0.14351898,0.19251368831309837
sgsc-1H_11466754,0.702418345258993,70.24183470247822,0.2368899,0.22321027983357286
sgsc-1H_10556847,1.0675604371589738,106.7560450516706,0.18555893,0.249814336959928
sgsc-1H_8567181,0.6090179067623319,60.90179135074896,0.3675381,0.21431057234898349
sgsc-1H_8410210,1.0572156930810108,105.72156540645597,0.10495597,0.14092063705686964
sgsc-1H_8201891,0.4108956055161678,41.08956204119543,0.4111782,0.23232980470035086
sgsc-1H_10850100,1.2553549631004461,125.5354935774375,0.2368302,0.22208561123072826
sgsc-1H_10589978,0.6050415557224113,60.50415595618863,0.2751917,0.23435251438058913
sgsc-1H_10934068,0.6636665582711033,66.36665882863575,0.11752405,0.23085970210377127
sgsc-1H_8332860,0.7533353651024869,75.33353807219116,0.17689908,0.2305546282204213
sgsc-1H_8266320,0.5741683883217081,57.416837585580176,0.26366964,0.234355079653647
sgsc-1H_8934334,0.4130290619443924,41.302905041189774,0.09140356,0.19946564344853093
sgsc-1H_10359274,1.3839715092288492,138.39714945750578,0.16478243,0.25027937635699077
sgsc-1H_8300748,0.4946751631410007,49.46751533547489,0.16214162,0.24616879098552832
sgsc-1H_9856718,1.0367225333287955,103.67225167180895,0.32381868,0.27606003055417977
sgsc-1H_8644843,1.0779285040304816,107.79284672832425,0.062022332,0.16977042262785996
sgsc-1H_11452699,0.9474421790659734,94.74421841760766,0.29919127,0.22722457729684753
sgsc-1H_8257122,0.5398225102989193,53.98224977086359,0.22816801,0.22499509604596016
sgsc-1H_9085862,0.3995539266458901,39.95539093969573,0.32234558,0.08871539740788716
sgsc-1H_10940458,0.506266800696632,50.6266799437551,0.07193808,0.23618673999078088
sgsc-1H_10174426,0.4485532728828552,44.855326175785486,0.041850343,0.21105709693963742
sgsc-1H_10174482,0.7214264702469427,72.1426484255194,0.10053093,0.23298533981734956
sgsc-1H_10341506,1.2694424952298275,126.94424756993156,0.32006252,0.27140917874769205
sgsc-1H_8595452,0.5113152849950073,51.13152830672292,0.25118384,0.2562371013703308
sgsc-1H_8231470,1.7994983907003408,179.94984937644114,0.17413962,0.18119021512231687
sgsc-1H_8807050,0.7144625014977127,71.44624959117682,0.23484322,0.16482513777629249
sgsc-1H_10208202,0.8398487636476833,83.98487900771765,0.2098165,0.24503723513596384
sgsc-1H_9773204,0.7163962117327247,71.63962419152632,0.22898147,0.18403164612175682
sgsc-1H_10895443,0.37887519655380597,37.88751853989845,0.1680191,0.21876545555251478
sgsc-1H_8364476,0.8386343848970822,83.86343983562975,0.30110422,0.26621722591678715
sgsc-1H_10174210,1.1232523655450124,112.32523307158698,0.3099522,0.22233850178006967
sgsc-1H_8549878,0.638127182330251,63.812715619448305,0.16542311,0.16384182648336584
sgsc-1H_8456341,0.8353084577550837,83.53084647699636,0.15068376,0.12263516708164254
sgsc-1H_8269106,0.8410037915370343,84.10037760744606,0.28341773,0.17240044899881468
sgsc-1H_8443143,1.1309350943546073,113.09350967842973,0.37159047,0.19934951925339797
sgsc-1H_11094746,0.8118110774792445,81.18110472923809,0.17062718,0.20684287639731472
sgsc-1H_9986660,0.7624491299783697,76.24491349267888,0.0942609,0.2623272639250866
sgsc-1H_9822410,1.6414424193931105,164.1442399212593,0.063827395,0.15126271507521474
sgsc-1H_8665782,1.3702428831040148,137.02429297388318,0.10188425,0.20940348805352524
